date,home_team,away_team,home_score,away_score,tournament,country,neutral
1913-11-23,3.0,1.4,6,2,Friendly,Belgium,False
1914-01-11,1.4,1.2,0,0,Friendly,Italy,False
1914-01-19,1.0,1.4,1,2,British Championship,Wales,False
1914-01-25,3.6,1.8,4,3,Friendly,France,False
1914-02-08,3.0,3.2,5,4,Friendly,Luxembourg,False
1914-02-14,2.2,1.8,0,3,British Championship,England,False
1914-02-24,3.0,3.4,1,8,Friendly,Belgium,False
1914-02-28,2.8,0.8,1,1,Friendly,Argentina,False
1914-02-28,1.2,0.8,0,0,British Championship,Scotland,False
1914-03-08,3.2,1.4,2,2,Friendly,France,False
1914-03-14,1.0,1.4,1,1,British Championship,Ireland,False
1914-03-15,2.8,2.4,2,4,Friendly,Belgium,False
1914-03-16,0.6,3.6,0,2,British Championship,Wales,False
1914-03-29,1.4,2.4,2,0,Friendly,Italy,False
1914-04-04,1.4,3.0,3,1,British Championship,Scotland,False
1914-04-05,1.0,1.4,1,1,Friendly,Italy,False
1914-04-05,4.0,1.8,4,4,Friendly,Netherlands,False
1914-04-26,4.2,2.2,4,2,Friendly,Netherlands,False
1914-05-03,2.2,5.0,2,0,Friendly,Austria,False
1914-05-17,0.8,0.6,0,1,Friendly,Switzerland,False
1914-05-17,5.2,2.8,4,3,Friendly,Denmark,False
1914-05-24,3.4,1.0,4,3,Friendly,Sweden,False
1914-05-31,3.6,1.8,5,1,Friendly,Hungary,False
1914-06-05,4.4,2.4,3,0,Friendly,Denmark,False
1914-06-10,3.6,3.2,1,5,Friendly,Sweden,False
1914-06-19,3.0,6.0,1,5,Friendly,Sweden,False
1914-06-21,1.4,4.4,1,1,Friendly,Sweden,False
1914-06-28,0.8,1.2,0,1,Friendly,Norway,False
1914-07-05,1.8,1.0,2,2,Friendly,Sweden,False
1914-07-12,0.8,1.0,1,1,Friendly,Norway,False
1914-08-30,2.8,1.6,3,2,Copa Premio Honor Uruguayo,Uruguay,False
1914-09-13,2.6,0.4,2,1,Copa Premio Honor Argentino,Argentina,False
1914-09-20,2.4,0.0,3,0,Friendly,Argentina,False
1914-09-27,2.0,0.5,0,1,Roca Cup,Argentina,False
1914-10-04,3.4,1.6,2,2,Friendly,Hungary,False
1914-10-25,2.4,0.6,7,0,Friendly,Sweden,False
1914-11-08,2.2,2.4,1,2,Friendly,Austria,False
1914-11-15,2.6,1.2,3,2,Friendly,Uruguay,False
1914-11-22,1.8,0.4,3,0,Friendly,Argentina,False
1915-01-31,1.4,1.2,3,1,Friendly,Italy,False
1915-03-28,1.6,0.4,0,0,Friendly,Argentina,False
1915-05-02,3.0,2.6,2,5,Friendly,Hungary,False
1915-05-17,1.0,0.0,1,0,Far Eastern Games,China,False
1915-05-18,0.5,0.0,0,0,Far Eastern Games,China,False
1915-05-20,0.6666666666666666,0.3333333333333333,1,1,Far Eastern Games,China,False
1915-05-30,1.4,2.0,1,2,Friendly,Austria,False
1915-06-06,4.0,0.4,2,0,Friendly,Denmark,False
1915-06-27,1.0,0.6,1,1,Friendly,Norway,False
1915-07-18,2.0,1.4,2,3,Copa Premio Honor Uruguayo,Uruguay,False
1915-08-15,1.6,0.6,2,1,Lipton Cup,Argentina,False
1915-08-17,0.0,5.0,0,5,Friendly,Suriname,False
1915-09-12,2.2,1.4,2,0,Newton Cup,Uruguay,False
1915-09-19,5.0,0.8,8,1,Friendly,Denmark,False
1915-10-03,2.0,2.4,4,2,Friendly,Austria,False
1915-10-24,3.2,0.8,5,2,Friendly,Sweden,False
1915-10-31,3.0,3.6,0,2,Friendly,Sweden,False
1915-11-07,3.8,2.4,6,2,Friendly,Hungary,False
1916-03-12,3.2,2.2,1,4,Friendly,France,False
1916-05-07,2.2,1.6,3,1,Friendly,Austria,False
1916-06-04,3.4,2.0,2,1,Friendly,Hungary,False
1916-06-04,3.8,0.6,2,0,Friendly,Denmark,False
1916-06-25,0.6,4.0,0,2,Friendly,Norway,False
1916-07-02,2.8,0.5,4,0,South American Champ,Argentina,True
1916-07-02,4.0,0.8,6,0,Friendly,Sweden,False
1916-07-06,2.2,0.6,6,1,South American Champ,Argentina,False
1916-07-08,1.0,0.6,1,1,South American Champ,Argentina,True
1916-07-10,2.4,0.6666666666666666,1,1,South American Champ,Argentina,False
1916-07-12,2.6,0.75,2,1,South American Champ,Argentina,True
1916-07-12,2.0,0.6,1,0,Friendly,Argentina,False
1916-07-14,2.8,0.6,4,1,Friendly,Uruguay,False
1916-07-17,2.0,0.4,0,0,South American Champ,Argentina,False
1916-07-18,2.4,0.8,0,1,Friendly,Uruguay,False
1916-08-15,2.2,0.4,3,1,Newton Cup,Argentina,False
1916-08-15,2.2,1.8,1,2,Lipton Cup,Uruguay,False
1916-08-20,4.0,3.0,2,3,Friendly,Sweden,False
1916-09-03,0.6,2.0,1,1,Friendly,Norway,False
1916-10-01,2.4,0.8,7,2,Copa Circulo de la Prensa,Argentina,False
1916-10-01,1.4,1.6,0,1,Copa Premio Honor Uruguayo,Uruguay,False
1916-10-01,2.8,2.6,2,3,Friendly,Hungary,False
1916-10-01,0.6,0.4,0,0,Friendly,Norway,False
1916-10-08,3.4,3.6,4,0,Friendly,Sweden,False
1916-10-15,4.6,0.6,8,0,Friendly,Denmark,False
1916-10-29,1.6,1.4,3,1,Copa Circulo de la Prensa,Uruguay,False
1916-11-05,2.4,2.0,3,3,Friendly,Austria,False
1917-05-06,2.4,1.8,1,1,Friendly,Austria,False
1917-05-09,0.0,3.0,0,5,Far Eastern Games,Japan,False
1917-05-10,1.0,4.0,2,15,Far Eastern Games,Japan,False
1917-05-11,1.25,3.2,3,0,Far Eastern Games,Japan,True
1917-06-03,3.6,2.6,6,2,Friendly,Hungary,False
1917-06-03,1.8,3.0,3,4,Friendly,Italy,False
1917-06-03,4.2,0.4,1,1,Friendly,Denmark,False
1917-06-17,0.6,2.0,1,2,Friendly,Norway,False
1917-07-15,2.4,2.2,1,4,Friendly,Austria,False
1917-07-18,0.8,1.2,0,2,Copa Premio Honor Uruguayo,Uruguay,False
1917-08-15,2.4,0.8,1,0,Lipton Cup,Argentina,False
1917-08-19,3.0,1.2,3,3,Friendly,Sweden,False
1917-09-02,1.0,1.2,1,0,Newton Cup,Uruguay,False
1917-09-16,0.4,0.8,0,2,Friendly,Norway,False
1917-09-30,1.6,0.6,4,0,South American Champ,Uruguay,False
1917-10-03,3.0,1.2,4,2,South American Champ,Uruguay,True
1917-10-06,3.2,0.4,1,0,South American Champ,Uruguay,True
1917-10-07,2.4,1.0,4,0,South American Champ,Uruguay,False
1917-10-07,3.6,1.8,2,1,Friendly,Hungary,False
1917-10-07,6.2,1.0,12,0,Friendly,Denmark,False
1917-10-12,3.0,0.2,5,0,South American Champ,Uruguay,True
1917-10-14,2.0,0.8,1,0,South American Champ,Uruguay,False
1917-10-14,3.2,1.6,1,2,Friendly,Sweden,False
1917-10-16,2.6,1.0,3,1,Friendly,Uruguay,False
1917-10-21,2.8,0.4,1,1,Friendly,Argentina,False
1917-11-04,1.8,2.2,1,2,Friendly,Austria,False
1917-12-23,0.6,1.6,0,1,Friendly,Switzerland,False
1917-12-26,1.0,1.8,3,2,Friendly,Switzerland,False
1918-04-14,2.8,1.2,2,0,Friendly,Hungary,False
1918-04-22,3.2,2.2,5,2,Friendly,Belgium,False
1918-05-09,2.2,1.0,5,1,Friendly,Austria,False
1918-05-12,2.8,1.2,2,1,Friendly,Hungary,False
1918-05-26,2.4,0.6,2,0,Friendly,Sweden,False
1918-06-02,1.6,2.4,0,2,Friendly,Austria,False
1918-06-02,5.2,0.6,3,0,Friendly,Denmark,False
1918-06-16,1.0,1.4,3,1,Friendly,Norway,False
1918-07-18,2.6,0.8,1,1,Copa Premio Honor Uruguayo,Uruguay,False
1918-07-28,2.4,0.8,3,1,Copa Premio Honor Uruguayo,Uruguay,False
1918-08-15,1.4,0.6,0,0,Copa Premio Honor Argentino,Argentina,False
1918-08-25,1.6,0.8,2,1,Copa Premio Honor Argentino,Argentina,False
1918-09-15,1.2,0.8,2,1,Friendly,Norway,False
1918-09-20,1.8,0.6,1,1,Lipton Cup,Uruguay,False
1918-09-20,2.0,2.8,1,1,Friendly,Italy,False
1918-09-22,1.8,2.4,1,1,Friendly,Italy,False
1918-09-29,1.2,0.6,2,0,Newton Cup,Argentina,False
1918-10-06,1.4,2.4,0,3,Friendly,Austria,False
1918-10-06,5.6,0.6,4,0,Friendly,Denmark,False
1918-10-20,2.2,1.4,1,2,Friendly,Sweden,False
1919-03-09,3.2,1.8,2,2,Friendly,Belgium,False
1919-03-22,1.4,1.8,2,1,Friendly,Scotland,False
1919-04-06,2.8,1.0,2,1,Friendly,Hungary,False
1919-04-19,0.8,0.6,0,0,Friendly,Ireland,False
1919-04-26,1.8,1.0,2,2,Friendly,England,False
1919-05-03,1.8,2.4,3,4,Friendly,Scotland,False
1919-05-11,1.0,1.6,1,5,Friendly,Paraguay,False
1919-05-11,4.0,0.2,6,0,South American Champ,Brazil,False
1919-05-12,1.0,2.6666666666666665,0,2,Far Eastern Games,Philippines,False
1919-05-13,1.3333333333333333,2.25,2,1,Far Eastern Games,Philippines,False
1919-05-13,2.2,2.0,3,2,South American Champ,Brazil,True
1919-05-15,1.25,2.2,1,2,Far Eastern Games,Philippines,False
1919-05-17,2.0,0.2,2,0,South American Champ,Brazil,True
1919-05-18,3.75,2.0,3,1,South American Champ,Brazil,False
1919-05-18,0.5,2.4,0,3,Friendly,Paraguay,False
1919-05-21,0.6666666666666666,2.6,1,2,Friendly,Paraguay,False
1919-05-22,1.8,0.4,4,1,South American Champ,Brazil,True
1919-05-24,0.75,2.0,1,2,Friendly,Paraguay,False
1919-05-25,3.4,0.6,2,2,South American Champ,Brazil,False
1919-05-29,3.4,0.6,1,0,South American Champ,Brazil,False
1919-05-29,1.6,0.8,1,0,Friendly,Sweden,False
1919-06-01,3.0,2.2,3,3,Friendly tournament,Brazil,False
1919-06-05,4.6,0.8,3,0,Friendly,Denmark,False
1919-06-09,3.0,0.8,3,1,Friendly,Netherlands,False
1919-06-12,5.4,0.8,5,1,Friendly,Denmark,False
1919-06-29,2.0,1.0,4,3,Friendly,Norway,False
1919-07-18,2.6,2.2,4,1,Copa Premio Honor Uruguayo,Uruguay,False
1919-08-24,2.4,1.8,2,1,Newton Cup,Uruguay,False
1919-08-24,1.8,2.4,4,1,Friendly,Sweden,False
1919-08-31,2.0,2.0,1,1,Friendly,Norway,False
1919-09-07,1.8,1.0,1,2,Lipton Cup,Argentina,False
1919-09-14,1.8,1.2,1,5,Friendly,Sweden,False
1919-09-21,2.6,1.8,3,2,Friendly,Norway,False
1919-09-28,2.5,1.6,3,3,Friendly,Finland,False
1919-10-05,1.6,2.2,2,0,Friendly,Austria,False
1919-10-11,1.0,2.2,2,1,Friendly,Wales,False
1919-10-12,2.0,1.4,3,0,Friendly,Sweden,False
1919-10-18,1.4,0.8,2,0,Friendly,England,False
1919-10-19,3.0,1.0,6,1,Copa Premio Honor Argentino,Argentina,False
1919-10-25,1.0,2.2,1,1,British Championship,Ireland,False
1919-11-09,2.2,1.2,3,2,Friendly,Hungary,False
1919-12-07,3.0,1.8,4,2,Copa Circulo de la Prensa,Uruguay,False
1920-01-18,3.4,1.8,9,4,Friendly,Italy,False
1920-02-14,1.0,1.2,2,2,British Championship,Ireland,False
1920-02-17,2.6,2.4,3,1,Friendly,Belgium,False
1920-02-26,0.8,0.8,1,1,British Championship,Wales,False
1920-02-29,0.8,2.2,0,2,Friendly,Switzerland,False
1920-03-13,2.2,1.8,3,0,British Championship,Scotland,False
1920-03-15,1.4,1.4,1,2,British Championship,England,False
1920-03-28,3.4,2.2,2,1,Friendly,France,False
1920-03-28,1.2,0.4,3,0,Friendly,Switzerland,False
1920-04-05,1.8,2.4,0,5,Friendly,France,False
1920-04-05,3.0,1.0,2,0,Friendly,Netherlands,False
1920-04-10,2.0,1.6,5,4,British Championship,England,False
1920-05-02,1.8,1.8,2,2,Friendly,Austria,False
1920-05-13,3.0,2.0,1,1,Friendly,Italy,False
1920-05-16,1.6,1.4,2,1,Friendly,Switzerland,False
1920-05-30,2.6,0.6,4,0,Friendly,Sweden,False
1920-06-06,2.4,1.0,0,1,Friendly,Sweden,False
1920-06-13,2.2,1.0,1,1,Friendly,Norway,False
1920-06-19,1.5,2.2,1,3,Friendly,South Africa,False
1920-06-26,1.4,2.6,1,3,Friendly,South Africa,False
1920-06-27,2.4,1.8,4,1,Friendly,Switzerland,False
1920-06-27,1.8,2.0,0,3,Friendly,Norway,False
1920-07-17,1.6,4.2,1,9,Friendly,South Africa,False
1920-07-18,2.8,1.4,2,0,Copa Premio Honor Uruguayo,Uruguay,False
1920-07-25,2.8,1.6,1,3,Newton Cup,Argentina,False
1920-08-08,2.6,1.2,1,0,Copa Premio Honor Argentino,Argentina,False
1920-08-28,2.8,1.0,2,1,Olympic Games,Belgium,True
1920-08-28,1.6,4.2,3,1,Olympic Games,Belgium,True
1920-08-28,3.2,0.0,3,0,Olympic Games,Belgium,True
1920-08-28,3.4,0.0,9,0,Olympic Games,Belgium,True
1920-08-28,1.0,0.6,1,0,Olympic Games,Belgium,True
1920-08-28,7.0,0.0,7,0,Olympic Games,Belgium,True
1920-08-29,3.0,1.0,3,1,Olympic Games,Belgium,False
1920-08-29,1.6,0.4,3,1,Olympic Games,Belgium,True
1920-08-29,3.4,2.8,5,4,Olympic Games,Belgium,True
1920-08-29,5.5,1.2,4,0,Olympic Games,Belgium,True
1920-08-31,3.2,0.8,3,0,Olympic Games,Belgium,False
1920-08-31,5.0,2.2,4,1,Olympic Games,Belgium,True
1920-08-31,3.0,1.4,2,1,Olympic Games,Belgium,True
1920-09-01,1.5,2.8,2,1,Olympic Games,Belgium,True
1920-09-02,2.6,0.0,2,0,Olympic Games,Belgium,False
1920-09-02,1.6666666666666667,0.4,2,0,Olympic Games,Belgium,True
1920-09-03,4.0,1.0,4,2,Friendly,Belgium,True
1920-09-05,2.0,0.8,3,1,Olympic Games,Belgium,True
1920-09-11,0.0,1.0,0,1,South American Champ,Chile,False
1920-09-12,2.0,1.4,1,1,South American Champ,Chile,True
1920-09-18,3.6,0.8,6,0,South American Champ,Chile,True
1920-09-19,2.2,2.2,1,0,Friendly,Finland,False
1920-09-20,0.25,1.0,1,1,South American Champ,Chile,False
1920-09-25,2.2,0.4,2,0,South American Champ,Chile,True
1920-09-26,0.4,1.4,1,2,South American Champ,Chile,False
1920-09-26,1.4,2.0,3,2,Friendly,Austria,False
1920-09-26,3.2,1.4,0,0,Friendly,Sweden,False
1920-10-06,1.6,0.6,3,1,Friendly,Argentina,False
1920-10-10,2.6,0.6,0,2,Friendly,Sweden,False
1920-10-17,3.0,0.0,6,0,Friendly,Finland,False
1920-10-23,2.4,1.2,2,0,British Championship,England,False
1920-10-24,1.0,1.4,1,0,Friendly,Germany,False
1920-11-07,2.0,1.4,1,2,Friendly,Hungary,False
1921-02-12,2.6,1.0,2,1,British Championship,Scotland,False
1921-02-20,1.4,0.8,1,2,Friendly,France,False
1921-02-26,0.0,1.8,0,2,British Championship,Northern Ireland,False
1921-03-06,2.8,2.0,3,1,Friendly,Belgium,False
1921-03-06,3.2,1.0,2,1,Friendly,Italy,False
1921-03-14,0.8,3.2,0,0,British Championship,Wales,False
1921-03-26,1.8,2.0,2,2,Friendly,Austria,False
1921-03-28,3.0,0.8,2,0,Friendly,Netherlands,False
1921-04-07,1.2,1.0,3,1,Friendly,Paraguay,False
1921-04-09,2.6,2.6,3,0,British Championship,Scotland,False
1921-04-09,1.0,1.0,2,1,British Championship,Wales,False
1921-04-14,1.4,1.2,2,2,Friendly,Paraguay,False
1921-04-24,2.6,1.2,4,1,Friendly,Austria,False
1921-05-01,2.2,1.4,2,2,Friendly,Switzerland,False
1921-05-05,1.2,2.0,3,3,Friendly,Germany,False
1921-05-05,2.6,1.2,2,3,Friendly,Belgium,False
1921-05-08,2.8,1.6,2,2,Friendly,Netherlands,False
1921-05-15,2.2,0.8,1,1,Friendly,Belgium,False
1921-05-21,1.6,2.4,0,2,Friendly,Belgium,False
1921-05-25,2.0,1.0,3,2,Friendly,Norway,False
1921-05-29,1.8,1.6,0,3,Friendly,Sweden,False
1921-05-30,1.6,1.0,3,1,Far Eastern Games,China,True
1921-05-31,1.2,3.2,1,0,Far Eastern Games,China,False
1921-06-01,1.8,0.5,4,0,Far Eastern Games,China,False
1921-06-03,2.4,0.3333333333333333,3,0,Friendly tournament,China,False
1921-06-05,2.2,1.8,3,0,Friendly,Hungary,False
1921-06-12,3.2,0.8,1,1,Friendly,Denmark,False
1921-06-19,2.0,1.6,3,1,Friendly,Norway,False
1921-07-22,0.0,0.8,0,0,Friendly,Estonia,False
1921-07-24,2.0,2.4,1,3,Friendly,Sweden,False
1921-07-31,2.8,2.6,2,3,Friendly,Finland,False
1921-08-28,0.5,3.5,1,2,Friendly,Suriname,False
1921-08-28,0.0,1.6,0,3,Friendly,Estonia,False
1921-09-14,7.0,0.0,7,0,C American Indep Cent Cup,Guatemala,True
1921-09-14,9.0,0.0,9,0,C American Indep Cent Cup,Guatemala,False
1921-09-18,4.5,6.0,0,6,C American Indep Cent Cup,Guatemala,False
1921-09-18,3.0,2.0,3,3,Friendly,Finland,False
1921-09-18,0.2,1.8,0,3,Friendly,Sweden,False
1921-09-25,0.6,1.6,1,4,Friendly,Chile,False
1921-10-02,1.6,0.4,1,0,South American Champ,Argentina,False
1921-10-02,0.8,1.8,1,1,Friendly,Chile,False
1921-10-02,3.2,1.0,3,1,Friendly,Denmark,False
1921-10-07,2.0,1.4,2,0,Friendly,Spain,False
1921-10-09,1.8,1.4,2,1,South American Champ,Argentina,True
1921-10-09,0.2,0.6,0,0,Friendly,Sweden,False
1921-10-12,2.4,0.0,3,0,South American Champ,Argentina,True
1921-10-16,2.0,0.0,3,0,South American Champ,Argentina,False
1921-10-22,0.5,0.8,1,1,British Championship,Northern Ireland,False
1921-10-23,3.2,0.4,2,1,South American Champ,Argentina,True
1921-10-28,5.25,1.0,6,1,Friendly,Czechoslovakia,False
1921-10-30,2.0,0.8,1,0,South American Champ,Argentina,False
1921-11-02,3.6,0.6666666666666666,4,2,Friendly,Uruguay,False
1921-11-06,2.6,1.0,4,2,Friendly,Hungary,False
1921-11-06,2.4,1.6,1,1,Friendly,Switzerland,False
1921-11-13,1.2,1.6,0,5,Friendly,France,False
1921-11-13,4.6,1.4,2,2,Friendly,Czechoslovakia,False
1921-12-18,2.4,0.0,1,0,Friendly,Hungary,False
1921-12-18,2.4,1.0,3,1,Friendly,Spain,False
1922-01-15,2.0,2.8,3,3,Friendly,Italy,False
1922-01-15,1.2,0.8,2,1,Friendly,France,False
1922-01-21,2.2,1.0,3,1,Friendly,Argentina,False
1922-01-22,1.8,1.4,1,3,Friendly,Argentina,False
1922-02-04,1.4,2.0,2,1,British Championship,Wales,False
1922-02-26,2.0,0.5,1,1,Friendly,Italy,False
1922-03-04,2.6,1.0,2,1,British Championship,Scotland,False
1922-03-13,2.2,1.0,1,0,British Championship,England,False
1922-03-26,2.0,1.6,4,0,Friendly,Belgium,False
1922-03-26,1.6,1.0,2,2,Friendly,Germany,False
1922-04-01,0.6666666666666666,1.2,1,1,British Championship,Northern Ireland,False
1922-04-08,1.8,1.8,0,1,British Championship,England,False
1922-04-15,1.4,0.6,0,0,Friendly,Belgium,False
1922-04-17,2.8,0.4,2,0,Friendly,Netherlands,False
1922-04-23,2.2,1.6,0,2,Friendly,Austria,False
1922-04-30,2.0,2.6,1,1,Friendly,Hungary,False
1922-04-30,1.2,2.5,0,4,Friendly,France,False
1922-05-07,2.4,1.0,1,2,Friendly,Netherlands,False
1922-05-14,0.0,1.2,0,3,Friendly,Poland,False
1922-05-21,2.4,1.2,4,2,Friendly,Italy,False
1922-05-25,2.2,1.0,2,1,Friendly,Norway,False
1922-05-28,0.4,1.0,1,2,Friendly,Sweden,False
1922-06-05,2.6,1.8,1,4,Friendly,Finland,False
1922-06-08,1.0,2.0,1,2,King Alexander Cup,Yugoslavia,False
1922-06-11,3.2,1.0,7,1,Friendly,Austria,False
1922-06-11,3.6,1.6,7,0,Friendly,Norway,False
1922-06-11,2.4,1.3333333333333333,0,3,Friendly,Denmark,False
1922-06-15,2.0,1.0,1,1,Friendly,Hungary,False
1922-06-17,3.0,1.0,3,1,Friendly,New Zealand,False
1922-06-24,2.0,1.0,1,1,Friendly,New Zealand,False
1922-06-28,2.5,1.75,4,3,Friendly,Yugoslavia,False
1922-07-02,1.4,1.2,0,0,Friendly,Germany,False
1922-07-08,2.3333333333333335,1.0,3,1,Friendly,New Zealand,False
1922-07-09,0.6,1.0,1,1,Friendly,Sweden,False
1922-07-13,2.6,2.0,1,5,Friendly,Finland,False
1922-08-11,3.4,1.0,10,2,Friendly,Finland,False
1922-08-13,0.4,1.8,0,2,Friendly,Sweden,False
1922-08-23,0.4,1.0,0,0,Friendly,Sweden,False
1922-08-26,3.2,1.4,1,3,Friendly,Finland,False
1922-09-03,1.0,1.0,1,1,Friendly,Romania,False
1922-09-10,3.6,1.0,3,3,Friendly,Norway,False
1922-09-17,2.0,0.6,1,1,South American Champ,Brazil,False
1922-09-23,3.2,0.4,2,0,South American Champ,Brazil,True
1922-09-24,1.8,0.75,1,1,South American Champ,Brazil,False
1922-09-24,3.0,2.2,2,2,Friendly,Austria,False
1922-09-24,3.0,2.6,0,5,Friendly,Norway,False
1922-09-24,1.0,1.0,1,1,Friendly,Latvia,False
1922-09-28,2.4,0.4,4,0,South American Champ,Brazil,True
1922-10-01,1.6,1.0,0,0,South American Champ,Brazil,False
1922-10-01,2.0,3.0,1,2,Friendly,Denmark,False
1922-10-01,2.0,1.5,1,3,Friendly,Yugoslavia,False
1922-10-05,2.2,0.4,3,0,South American Champ,Brazil,True
1922-10-08,3.0,1.6,1,0,South American Champ,Brazil,True
1922-10-12,2.2,0.8,1,0,South American Champ,Brazil,True
1922-10-15,1.4,1.4,2,0,South American Champ,Brazil,False
1922-10-18,2.2,0.6,2,0,South American Champ,Brazil,True
1922-10-21,2.0,0.75,2,0,British Championship,England,False
1922-10-22,2.2,0.2,1,0,Friendly,Argentina,False
1922-10-22,1.2,1.2,2,1,Roca Cup,Brazil,False
1922-10-22,1.6,0.6,3,0,South American Champ,Brazil,False
1922-10-29,2.0,0.8,3,1,Friendly tournament,Brazil,False
1922-11-12,2.0,0.4,1,0,Lipton Cup,Uruguay,False
1922-11-19,2.4,1.6,4,4,Friendly,Argentina,False
1922-11-19,2.0,0.4,2,1,Friendly,Uruguay,False
1922-11-19,2.8,1.4,5,0,Friendly,Switzerland,False
1922-11-26,1.6,2.4,1,2,Friendly,Hungary,False
1922-12-03,2.4,1.2,2,2,Friendly,Italy,False
1922-12-10,1.4,0.4,1,0,Copa Premio Honor Uruguayo,Uruguay,False
1922-12-17,2.6,1.8,2,2,Newton Cup,Argentina,False
1922-12-17,1.0,2.3333333333333335,1,2,Friendly,Portugal,False
1923-01-01,3.6666666666666665,3.0,2,3,Friendly,Guatemala,False
1923-01-01,2.6,1.6,3,1,Friendly,Italy,False
1923-01-04,3.5,2.0,3,1,Friendly,Guatemala,False
1923-01-07,3.0,2.6666666666666665,1,4,Friendly,Guatemala,False
1923-01-21,2.8,1.8,2,0,Friendly,Switzerland,False
1923-01-28,2.6,0.8,3,0,Friendly,Spain,False
1923-02-04,1.2,1.75,1,0,Friendly,Belgium,False
1923-02-25,1.8,0.6,4,1,Friendly,Belgium,False
1923-03-03,0.5,1.8,0,1,British Championship,Northern Ireland,False
1923-03-04,2.0,1.6,0,0,Friendly,Italy,False
1923-03-05,1.4,1.0,2,2,British Championship,Wales,False
1923-03-11,2.2,2.8,1,6,Friendly,Switzerland,False
1923-03-17,2.4,0.8,2,0,British Championship,Scotland,False
1923-03-19,2.2,1.2,6,1,Friendly,England,False
1923-04-02,3.0,0.6,8,1,Friendly,Netherlands,False
1923-04-14,2.2,1.4,2,2,British Championship,Scotland,False
1923-04-14,1.2,1.2,0,3,British Championship,Wales,False
1923-04-15,2.6,1.6,0,0,Friendly,Austria,False
1923-04-22,1.0,1.6,2,2,Friendly,France,False
1923-04-29,2.8,1.4,1,1,Friendly,Netherlands,False
1923-05-05,2.4,1.4,3,0,Friendly,Belgium,False
1923-05-06,2.0,2.6,1,0,Friendly,Austria,False
1923-05-06,3.6,0.6,2,0,Friendly,Czechoslovakia,False
1923-05-10,1.0,1.8,1,4,Friendly,France,False
1923-05-10,1.2,1.2,0,0,Friendly,Germany,False
1923-05-20,1.8,0.8,0,2,Rosa Chevallier Boutell Cup,Argentina,False
1923-05-21,0.8,2.4,2,4,Friendly,Sweden,False
1923-05-22,2.8,3.2,3,0,Far Eastern Games,Japan,True
1923-05-23,1.0,3.4,1,2,Far Eastern Games,Japan,False
1923-05-24,1.0,3.0,1,5,Far Eastern Games,Japan,False
1923-05-25,1.6,0.6,1,0,Rosa Chevallier Boutell Cup,Argentina,False
1923-05-27,3.8,1.4,5,1,Friendly,Czechoslovakia,False
1923-06-03,2.0,1.6,1,2,Friendly,Switzerland,False
1923-06-03,0.5,1.25,1,2,Friendly,Poland,False
1923-06-09,2.0,1.0,2,1,Friendly,Australia,False
1923-06-10,1.4,1.6,4,2,Friendly,Sweden,False
1923-06-10,1.0,1.4,1,2,King Alexander Cup,Romania,False
1923-06-16,2.0,2.0,2,3,Friendly,Australia,False
1923-06-17,1.6,1.6,3,2,Friendly,Denmark,False
1923-06-17,3.0,1.6,3,0,Friendly,Norway,False
1923-06-20,2.2,2.4,5,4,Friendly,Sweden,False
1923-06-21,3.0,1.8,2,2,Friendly,Norway,False
1923-06-24,1.4,1.2,0,0,Lipton Cup,Argentina,False
1923-06-24,0.0,2.0,0,5,Friendly,Lithuania,False
1923-06-29,2.6,1.8,2,1,Friendly,Sweden,False
1923-06-30,1.6666666666666667,2.6666666666666665,1,4,Friendly,Australia,False
1923-07-01,0.6666666666666666,3.0,0,6,Friendly,Romania,False
1923-07-02,0.8,1.2,1,0,Friendly,Argentina,False
1923-07-15,0.8,1.6,2,2,Copa Premio Honor Argentino,Argentina,False
1923-07-18,1.4,0.8,2,2,Friendly,Uruguay,False
1923-07-22,1.6,1.0,2,2,Copa Premio Honor Uruguayo,Uruguay,False
1923-07-24,0.3333333333333333,1.0,1,1,Friendly,Estonia,False
1923-08-12,1.2,2.4,1,2,Friendly,Germany,False
1923-08-15,2.4,2.0,2,1,Friendly,Austria,False
1923-08-18,2.5,2.2,5,1,Friendly,Australia,False
