date,home_team,away_team,home_score,away_score,tournament,country,neutral
1940-03-03,1.8,1.6,1,1,Friendly,Italy,False
1940-03-05,3.6,1.2,6,1,Roca Cup,Argentina,False
1940-03-09,4.0,1.4,3,2,Friendly tournament,Argentina,False
1940-03-10,3.0,3.0,0,1,Friendly,El Salvador,False
1940-03-10,3.8,1.0,2,3,Roca Cup,Argentina,False
1940-03-12,3.4,1.6,3,2,Friendly,Uruguay,False
1940-03-13,2.4,0.5,2,1,Friendly,Cuba,False
1940-03-17,4.0,1.2,5,1,Roca Cup,Argentina,False
1940-03-17,3.0,1.6,7,1,Friendly,Belgium,False
1940-03-24,1.8,1.8,3,4,Rio Branco Cup,Brazil,False
1940-03-31,1.8,1.4,1,1,Rio Branco Cup,Brazil,False
1940-03-31,3.2,1.6,3,0,Friendly,Hungary,False
1940-03-31,3.8,1.6,4,5,Friendly,Netherlands,False
1940-03-31,1.6,1.8,3,3,Danube Cup,Romania,False
1940-04-02,4.0,0.8,4,0,Friendly,Croatia,False
1940-04-07,3.2,1.6,2,2,Friendly,Germany,False
1940-04-14,3.0,1.8,1,2,Friendly,Germany,False
1940-04-14,1.8,1.6,2,1,Friendly,Italy,False
1940-04-21,4.0,2.0,4,2,Friendly,Netherlands,False
1940-04-21,1.6,1.0,0,1,Friendly,Switzerland,False
1940-04-27,2.3333333333333335,1.0,5,1,Friendly,Palestine,False
1940-05-02,2.4,0.5,1,0,Friendly,Hungary,False
1940-05-05,2.2,2.0,3,2,Friendly,Italy,False
1940-05-19,2.4,1.0,2,0,Danube Cup,Hungary,False
1940-06-06,1.8,2.5,1,4,Friendly,Bulgaria,False
1940-06-16,3.2,0.8,1,0,Friendly tournament,Japan,False
1940-07-14,4.0,1.4,9,3,Friendly,Germany,False
1940-07-18,3.6,1.6,3,0,Hector Gomez Cup,Uruguay,False
1940-07-18,1.2,1.0,2,1,Friendly,Estonia,False
1940-08-11,0.6,1.4,2,0,Friendly,Lithuania,False
1940-08-15,4.2,1.2,5,0,Juan Mignaburu Cup,Argentina,False
1940-08-29,1.8,2.2,2,3,Friendly,Finland,False
1940-09-01,5.6,1.0,13,0,Friendly,Germany,False
1940-09-06,1.8,0.6,1,0,Baltic Cup,Latvia,False
1940-09-07,0.8,1.6,1,1,Baltic Cup,Latvia,True
1940-09-08,1.8,1.6,2,2,Baltic Cup,Latvia,False
1940-09-15,1.0,2.2,0,1,Friendly,Slovakia,False
1940-09-22,4.8,0.4,5,0,Friendly,Sweden,False
1940-09-22,1.0,1.6,1,2,Danube C & King Mihai C,Yugoslavia,False
1940-09-29,2.2,1.8,0,0,Danube Cup,Hungary,False
1940-10-06,1.6,2.4,2,2,Friendly,Hungary,False
1940-10-06,4.4,1.2,1,1,Friendly,Sweden,False
1940-10-13,1.4,1.4,4,3,Friendly,Lithuania,False
1940-10-20,6.4,1.4,7,3,Friendly,Germany,False
1940-10-20,4.2,2.0,3,3,Friendly,Denmark,False
1940-11-03,1.0,1.4,2,0,Friendly,Yugoslavia,False
1940-11-12,2.0,1.0,1,1,Friendly,Cuba,False
1940-11-17,6.2,0.8,1,0,Friendly,Germany,False
1940-12-01,1.8,1.6,1,1,Friendly,Italy,False
1940-12-08,2.5,1.4,1,1,Friendly,Croatia,False
1940-12-31,1.4,2.6,3,6,Gossage Cup,Kenya,False
1941-01-05,2.8,1.8,1,2,Friendly tournament,Chile,False
1941-01-09,2.6,2.4,2,5,Friendly tournament,Chile,False
1941-01-12,2.2,1.8,2,2,Friendly,Portugal,False
1941-01-18,3.0,0.2,4,0,Friendly,Curaçao,False
1941-01-18,1.6,0.75,0,2,Friendly,Cuba,False
1941-01-19,2.6,0.4,2,1,Friendly,Curaçao,False
1941-01-19,2.8,2.2,1,1,Friendly tournament,Peru,False
1941-01-26,0.6,1.2,0,0,Friendly,Panama,False
1941-01-26,2.0,1.8,1,1,Friendly tournament,Peru,False
1941-01-29,1.4,2.4,0,3,Friendly tournament,Peru,False
1941-02-02,3.2,0.8,5,0,South American Champ,Chile,False
1941-02-09,3.6,0.4,6,0,South American Champ,Chile,True
1941-02-09,2.6,1.6,1,0,South American Champ,Chile,False
1941-02-12,3.4,1.4,2,1,South American Champ,Chile,True
1941-02-16,1.8,1.6,0,2,South American Champ,Chile,False
1941-02-16,4.0,0.6,6,1,South American Champ,Chile,True
1941-02-23,3.8,1.4,1,0,South American Champ,Chile,True
1941-02-23,1.6,0.4,4,0,South American Champ,Chile,True
1941-02-26,3.4,1.4,2,0,South American Champ,Chile,True
1941-03-04,1.6,2.2,0,1,South American Champ,Chile,False
1941-03-09,6.8,0.8,4,2,Friendly,Germany,False
1941-03-16,3.0,1.0,5,1,Friendly,Spain,False
1941-03-23,1.0,1.4,1,1,Danube Cup,Yugoslavia,False
1941-04-06,6.4,1.0,7,0,Friendly,Germany,False
1941-04-13,1.6,0.6,0,0,Friendly,Aruba,False
1941-04-14,1.8,0.8,2,2,Friendly,Aruba,False
1941-04-20,1.4,1.2,2,1,Friendly,Switzerland,False
1941-05-08,2.8,1.2,3,3,CCCF Championship,Costa Rica,True
1941-05-10,5.0,1.0,7,2,CCCF Championship,Costa Rica,False
1941-05-11,5.2,1.2,7,0,CCCF Championship,Costa Rica,False
1941-05-11,3.0,1.2,2,2,CCCF Championship,Costa Rica,True
1941-05-13,5.0,1.2,6,2,CCCF Championship,Costa Rica,False
1941-05-13,3.4,0.6666666666666666,8,0,CCCF Championship,Costa Rica,True
1941-05-15,3.6,1.6,4,3,CCCF Championship,Costa Rica,True
1941-05-15,4.0,0.75,9,1,CCCF Championship,Costa Rica,True
1941-05-18,5.2,1.4,3,1,CCCF Championship,Costa Rica,False
1941-05-18,1.6,1.0,5,2,CCCF Championship,Costa Rica,True
1941-06-01,1.0,1.6,1,4,Friendly,Romania,False
1941-06-15,4.8,0.6666666666666666,5,1,Friendly,Germany,False
1941-08-23,1.0,2.6,1,0,Friendly tournament,Afghanistan,True
1941-08-24,0.0,0.0,0,0,Friendly tournament,Afghanistan,False
1941-08-31,0.5,2.4,1,3,Friendly tournament,Afghanistan,False
1941-09-07,3.6666666666666665,0.0,5,0,Friendly,Martinique,False
1941-09-08,1.0,0.75,1,1,Friendly,Slovakia,False
1941-09-14,3.8,1.0,2,2,Friendly,Sweden,False
1941-09-28,3.3333333333333335,2.3333333333333335,5,2,Friendly,Croatia,False
1941-10-05,1.4,2.6,0,6,Friendly,Finland,False
1941-10-05,3.2,2.6,4,2,Friendly,Sweden,False
1941-10-12,1.6,2.25,3,2,Friendly,Romania,False
1941-10-19,3.4,2.0,2,1,Friendly,Denmark,False
1941-11-16,1.2,1.0,1,2,Friendly,Switzerland,False
1941-11-16,3.6,1.0,1,1,Friendly,Germany,False
1941-12-07,4.2,1.8,4,0,Friendly,Germany,False
1941-12-28,3.0,1.0,3,2,Friendly,Spain,False
1941-12-31,7.0,2.6,3,4,Gossage Cup,Uganda,False
1941-12-31,0.5,1.8,1,2,Friendly,Guadeloupe,False
1942-01-01,2.4,0.8,3,0,Friendly,Portugal,False
1942-01-10,4.0,1.6,6,1,South American Champ,Uruguay,False
1942-01-11,3.6,1.2,4,3,South American Champ,Uruguay,True
1942-01-14,2.4,1.4,6,1,South American Champ,Uruguay,True
1942-01-17,3.0,1.4,2,1,South American Champ,Uruguay,True
1942-01-18,4.8,0.2,7,0,South American Champ,Uruguay,False
1942-01-18,2.2,1.2,1,1,South American Champ,Uruguay,True
1942-01-18,2.5,3.0,0,2,Friendly,Croatia,False
1942-01-21,2.4,0.6,2,1,South American Champ,Uruguay,True
1942-01-22,5.0,0.2,12,0,South American Champ,Uruguay,True
1942-01-22,1.6,1.2,2,0,South American Champ,Uruguay,True
1942-01-24,4.4,1.2,1,0,South American Champ,Uruguay,False
1942-01-25,4.4,0.8,3,1,South American Champ,Uruguay,True
1942-01-25,1.6,0.4,3,1,South American Champ,Uruguay,True
1942-01-26,1.2,0.5,1,0,Friendly,Cuba,False
1942-01-28,3.8,1.2,3,1,South American Champ,Uruguay,False
1942-01-28,1.6,0.4,2,1,South American Champ,Uruguay,True
1942-01-29,1.0,0.3333333333333333,1,0,Friendly,Cuba,False
1942-01-31,4.2,0.8,0,0,South American Champ,Uruguay,True
1942-01-31,3.4,0.6,5,1,South American Champ,Uruguay,True
1942-02-01,4.0,0.6,3,0,South American Champ,Uruguay,False
1942-02-01,3.6,1.2,1,2,Friendly,Germany,False
1942-02-05,1.6,0.8,2,1,South American Champ,Uruguay,True
1942-02-05,3.0,1.2,1,1,South American Champ,Uruguay,True
1942-02-07,3.0,1.2,1,0,South American Champ,Uruguay,False
1942-02-07,0.6,0.6,0,0,South American Champ,Uruguay,True
1942-03-08,2.2,1.6,0,2,Friendly,France,False
1942-03-15,3.4,1.2,4,0,Friendly,Spain,False
1942-04-05,2.2,0.6,4,0,Friendly,Italy,False
1942-04-11,1.6,1.6,3,3,Friendly,Barbados,False
1942-04-12,2.4,1.4,1,1,Friendly,Germany,False
1942-04-12,3.2,1.0,6,0,Friendly,Croatia,False
1942-04-19,2.8,1.0,4,0,Friendly,Italy,False
1942-05-03,1.6,3.8,3,5,Friendly,Hungary,False
1942-05-25,3.6,0.8,2,2,Friendly,Curaçao,False
1942-05-25,4.2,0.8,4,1,Newton Cup,Argentina,False
1942-06-07,1.0,0.8,1,2,Friendly,Slovakia,False
1942-06-14,1.6,1.0,1,1,Friendly,Hungary,False
1942-06-28,3.4,2.6,0,3,Friendly,Denmark,False
1942-07-19,1.2,3.6,0,3,Friendly,Bulgaria,False
1942-08-03,2.4,1.0,4,0,Friendly,Latvia,False
1942-08-16,5.0,1.6,5,0,Friendly,Korea,False
1942-08-16,2.8,1.2,7,0,Friendly,Poland,True
1942-08-18,0.8,2.6,1,6,Friendly,Estonia,False
1942-08-23,1.0,1.0,1,0,Friendly,Slovakia,False
1942-08-25,1.8,1.2,1,1,Lipton Cup,Uruguay,False
1942-09-06,3.6,1.8,6,1,Friendly,Croatia,False
1942-09-20,3.0,2.6,2,3,Friendly,Germany,False
1942-10-04,2.8,1.0,2,1,Friendly,Sweden,False
1942-10-11,2.0,1.2,2,2,Friendly,Romania,False
1942-10-18,1.8,3.4,3,5,Friendly,Switzerland,False
1942-11-01,1.8,1.2,3,0,Friendly,Hungary,False
1942-11-01,3.2,1.2,5,1,Friendly,Germany,False
1942-11-15,1.8,2.2,3,1,Friendly,Switzerland,False
1942-11-22,1.0,4.0,2,5,Friendly,Slovakia,False
1942-12-31,2.2,3.2,4,3,Gossage Cup,Kenya,False
1943-01-06,4.0,0.6,1,0,Friendly,Argentina,False
1943-01-09,2.8,1.4,6,2,Friendly,Uruguay,False
1943-02-26,0.6,0.6,0,0,Friendly,Cuba,False
1943-03-02,0.4,0.6,0,1,Friendly,Cuba,False
1943-03-28,2.2,1.2,3,3,Juan Mignaburu Cup,Argentina,False
1943-04-04,2.2,1.0,0,1,Hector Gomez Cup,Uruguay,False
1943-04-04,2.0,1.2,1,0,Friendly,Switzerland,False
1943-04-10,3.6,1.0,1,0,Friendly,Croatia,False
1943-05-16,1.8,1.4,1,3,Friendly,Switzerland,False
1943-06-06,1.4,2.0,2,4,Friendly,Bulgaria,False
1943-06-06,1.2,1.4,1,3,Friendly,Slovakia,False
1943-06-13,2.2,1.0,2,2,Friendly,Romania,False
1943-06-14,2.0,0.8,1,0,Friendly,Sweden,False
1943-06-20,2.4,2.0,3,2,Friendly,Denmark,False
1943-07-10,2.0,1.8,2,5,Rosa Chevallier Boutell Cup,Paraguay,False
1943-07-11,2.0,2.0,2,1,Rosa Chevallier Boutell Cup,Paraguay,False
1943-09-12,2.2,2.4,2,3,Friendly,Sweden,False
1943-09-15,0.6,3.0,0,3,Friendly,Finland,False
1943-09-25,3.8,1.2,3,3,Friendly,Curaçao,False
1943-09-26,3.6,1.6,2,2,Friendly,Curaçao,False
1943-10-03,0.6,2.0,1,1,Friendly,Finland,False
1943-11-07,2.2,2.8,2,7,Friendly,Hungary,False
1943-11-15,0.6,0.6,2,0,Friendly tournament,British Guiana,False
1943-11-19,0.6,0.8,0,1,Friendly tournament,British Guiana,False
1943-11-22,0.4,1.6,0,4,Friendly tournament,British Guiana,False
1943-12-05,6.0,1.0,7,0,CCCF Championship,El Salvador,True
1943-12-05,3.4,1.6,2,2,CCCF Championship,El Salvador,False
1943-12-07,1.8,3.4,3,2,CCCF Championship,El Salvador,True
1943-12-07,4.4,0.8,8,1,CCCF Championship,El Salvador,False
1943-12-09,5.2,1.6,4,2,CCCF Championship,El Salvador,False
1943-12-09,2.6,1.2,6,2,CCCF Championship,El Salvador,True
1943-12-11,1.8,1.4,1,2,Friendly,Aruba,False
1943-12-12,5.2,1.4,3,2,CCCF Championship,El Salvador,True
1943-12-12,4.0,1.2,2,1,CCCF Championship,El Salvador,False
1943-12-12,1.8,1.4,1,1,Friendly,Aruba,False
1943-12-16,2.8,1.8,4,2,CCCF Championship,El Salvador,True
1943-12-16,5.2,1.2,10,1,CCCF Championship,El Salvador,False
1943-12-19,5.2,2.2,2,4,CCCF Championship,El Salvador,False
1943-12-19,3.6,1.4,5,1,CCCF Championship,El Salvador,True
1943-12-31,4.8,2.6,2,1,Gossage Cup,Uganda,False
1944-03-05,4.0,1.0,4,1,Friendly,Lebanon,False
1944-03-10,1.0,1.5,1,2,Friendly,Syria,False
1944-04-01,2.5,1.8,3,1,Friendly tournament,Curaçao,True
1944-04-02,4.2,0.3333333333333333,5,0,Friendly tournament,Curaçao,False
1944-04-05,2.3333333333333335,0.25,2,0,Friendly tournament,Curaçao,True
1944-04-08,1.0,0.4,1,1,Friendly tournament,Curaçao,True
1944-04-09,3.0,1.4,3,3,Friendly tournament,Curaçao,False
1944-04-09,4.0,1.2,7,3,Friendly,Croatia,False
1944-04-10,3.2,1.8,3,1,Friendly tournament,Curaçao,False
1944-05-04,1.6,1.2,1,1,Friendly,Barbados,False
1944-05-08,1.4,1.4,1,1,Friendly,Barbados,False
1944-05-10,1.4,1.8,1,4,Friendly,Barbados,False
1944-05-14,4.0,1.0,6,1,Friendly,Brazil,False
1944-05-18,3.6,1.0,4,0,Friendly,Brazil,False
1944-07-29,3.0,2.2,2,4,Friendly,Curaçao,False
1944-07-30,3.0,2.2,2,3,Friendly,Curaçao,False
1944-08-25,1.6,1.8,1,2,Friendly tournament,Suriname,False
1944-08-27,2.4,1.8,5,0,Friendly tournament,Suriname,False
1944-08-29,2.4,1.8,2,1,Friendly tournament,Suriname,True
1944-08-31,1.8,1.8,0,2,Friendly tournament,Suriname,False
1944-09-03,2.8,1.8,5,1,Friendly tournament,Suriname,True
1944-09-05,2.0,1.6,2,3,Friendly tournament,Suriname,False
1944-10-04,1.8,0.6,1,1,Friendly tournament,Trinidad and Tobago,False
1944-10-05,1.8,0.8,3,0,Friendly tournament,Trinidad and Tobago,False
1944-10-07,1.0,0.4,3,0,Friendly tournament,Trinidad and Tobago,True
1944-10-09,2.4,0.6,6,1,Friendly tournament,Trinidad and Tobago,False
1944-10-11,1.2,0.4,1,0,Friendly tournament,Trinidad and Tobago,True
1944-10-13,2.8,0.6,3,0,Friendly tournament,Trinidad and Tobago,False
1944-12-24,2.0,2.0,3,1,Friendly,France,False
1944-12-31,2.2,3.2,2,1,Gossage Cup,Kenya,False
1944-12-31,3.6,0.2,5,0,Friendly,Trinidad and Tobago,False
1945-01-06,2.6,1.4,5,2,Rosa Chevallier Boutell Cup,Argentina,False
1945-01-09,3.6,2.0,5,3,Rosa Chevallier Boutell Cup,Argentina,False
1945-01-14,1.6,1.4,6,3,South American Champ,Chile,False
1945-01-18,3.6,0.4,4,0,South American Champ,Chile,True
1945-01-21,3.8,1.4,3,0,South American Champ,Chile,True
1945-01-24,2.6,1.4,5,1,South American Champ,Chile,True
1945-01-24,2.6,0.4,5,0,South American Champ,Chile,False
1945-01-28,3.8,1.2,7,0,South American Champ,Chile,True
1945-01-28,3.2,0.4,2,0,South American Champ,Chile,True
1945-01-31,4.2,1.6,4,2,South American Champ,Chile,True
1945-01-31,3.0,0.4,2,0,South American Champ,Chile,False
1945-02-07,3.6,0.8,3,0,South American Champ,Chile,True
1945-02-07,5.4,0.4,9,1,South American Champ,Chile,True
1945-02-11,2.8,2.0,1,1,South American Champ,Chile,False
1945-02-11,1.5,1.4,0,0,South American Champ,Chile,True
1945-02-15,4.0,0.4,2,0,South American Champ,Chile,True
1945-02-15,5.0,1.2,3,1,South American Champ,Chile,True
1945-02-18,3.0,0.8,1,0,South American Champ,Chile,False
1945-02-18,1.8,1.4,3,1,South American Champ,Chile,True
1945-02-21,4.2,1.2,9,2,South American Champ,Chile,True
1945-02-21,1.8,0.8,3,3,South American Champ,Chile,True
1945-02-25,4.2,0.2,1,0,South American Champ,Chile,True
1945-02-28,1.8,0.8,0,1,South American Champ,Chile,False
1945-03-11,2.6,1.4,2,2,Friendly,Portugal,False
1945-04-08,1.8,1.2,1,0,Friendly,Switzerland,False
1945-05-06,3.4,1.2,4,2,Friendly,Spain,False
1945-05-13,2.0,1.8,4,1,Friendly,Luxembourg,False
1945-05-21,1.4,1.0,1,0,Friendly,Switzerland,False
1945-05-26,3.6,1.0,2,2,Friendly,England,False
1945-06-24,2.2,1.0,2,1,Friendly,Sweden,False
1945-07-01,2.2,3.0,3,4,Friendly,Denmark,False
1945-07-07,2.8,1.8,5,1,Rosa Chevallier Boutell Cup,Paraguay,False
1945-07-09,2.6,2.2,1,3,Rosa Chevallier Boutell Cup,Paraguay,False
1945-07-18,3.2,1.6,2,2,Lipton Cup,Uruguay,False
1945-07-21,1.4,3.2,3,1,Friendly tournament,Switzerland,False
1945-08-15,4.6,0.4,6,2,Newton Cup,Argentina,False
1945-08-19,2.2,1.6,2,0,Friendly,Hungary,False
1945-08-20,2.6,1.6,5,2,Friendly,Hungary,False
1945-08-26,2.2,0.8,3,1,Friendly tournament,Suriname,False
1945-08-26,2.8,0.6,7,2,Friendly,Sweden,False
1945-08-26,2.4,2.0,4,2,Friendly,Denmark,False
1945-08-31,2.8,0.8,4,1,Friendly tournament,Suriname,False
1945-09-02,3.0,0.6,6,0,Friendly tournament,Suriname,False
1945-09-09,1.0,2.0,1,5,Friendly,Norway,False
1945-09-15,0.6,3.0,0,1,British Championship,Northern Ireland,False
1945-09-30,3.8,1.4,7,2,Friendly,Hungary,False
1945-09-30,0.8,4.0,1,6,Friendly,Finland,False
1945-09-30,3.2,1.8,4,1,Friendly,Sweden,False
1945-10-20,2.6,1.0,0,1,British Championship,England,False
1945-10-21,5.0,1.6,10,0,Friendly,Sweden,False
1945-11-10,2.8,0.8,2,0,British Championship,Scotland,False
1945-11-11,2.0,2.2,4,4,Friendly,Switzerland,False
1945-11-25,2.4,3.6,3,0,Friendly,Switzerland,False
1945-12-06,3.2,1.2,4,1,Friendly,Austria,False
1945-12-08,1.4,1.6,2,1,Friendly,Aruba,False
1945-12-09,1.4,1.4,2,1,Friendly,Aruba,False
1945-12-15,3.2,0.8,2,1,Friendly,Belgium,False
1945-12-16,4.0,2.2,3,4,Roca Cup,Brazil,False
1945-12-20,4.6,2.4,6,2,Roca Cup,Brazil,False
1945-12-23,4.8,2.4,3,1,Roca Cup,Brazil,False
1945-12-31,4.6,2.6,4,1,Gossage Cup,Uganda,False
1945-12-31,4.2,0.0,7,0,Gossage Cup,Uganda,False
1946-01-05,4.0,1.2,4,3,Rio Branco Cup,Uruguay,False
1946-01-09,3.2,1.2,1,1,Rio Branco Cup,Uruguay,False
1946-01-12,4.2,1.4,2,0,South American Champ,Argentina,False
1946-01-16,2.0,0.4,1,0,South American Champ,Argentina,True
1946-01-16,4.8,0.0,3,0,South American Champ,Argentina,True
1946-01-19,3.8,0.2,7,1,South American Champ,Argentina,False
1946-01-19,1.2,1.4,2,1,South American Champ,Argentina,True
1946-01-19,3.0,1.2,2,0,Friendly,England,False
1946-01-23,3.8,1.0,4,3,South American Champ,Argentina,True
1946-01-23,2.2,1.2,2,2,Friendly,Scotland,False
1946-01-26,3.8,0.4,3,1,South American Champ,Argentina,False
1946-01-26,2.8,0.6,4,2,South American Champ,Argentina,True
1946-01-29,2.6,0.6,5,0,South American Champ,Argentina,True
1946-01-29,3.4,1.4,1,1,South American Champ,Argentina,True
1946-02-02,4.2,1.2,3,1,South American Champ,Argentina,False
1946-02-02,0.8,2.0,2,3,British Championship,Northern Ireland,False
1946-02-03,3.2,0.4,5,1,South American Champ,Argentina,True
1946-02-08,2.8,1.4,2,1,South American Champ,Argentina,True
1946-02-08,1.6,0.8,4,1,South American Champ,Argentina,True
1946-02-10,3.4,1.2,2,0,South American Champ,Argentina,False
1946-02-23,4.2,1.6,3,1,CCCF Championship,Costa Rica,True
1946-02-23,1.4,0.8,1,0,CCCF Championship,Costa Rica,True
1946-02-23,3.6,1.6,7,0,Friendly,Belgium,False
1946-02-24,5.2,1.4,7,1,CCCF Championship,Costa Rica,False
1946-02-26,5.4,1.6,7,0,CCCF Championship,Costa Rica,False
1946-02-28,5.0,1.4,7,2,CCCF Championship,Costa Rica,True
1946-02-28,3.0,1.6,5,3,CCCF Championship,Costa Rica,True
1946-03-07,5.8,1.0,5,1,CCCF Championship,Costa Rica,False
1946-03-07,5.0,1.4,4,1,CCCF Championship,Costa Rica,True
1946-03-07,5.0,1.0,7,0,CCCF Championship,Costa Rica,True
1946-03-10,4.6,2.2,1,4,CCCF Championship,Costa Rica,False
1946-03-10,5.2,0.8,3,1,CCCF Championship,Costa Rica,True
1946-03-10,2.0,0.8,2,0,CCCF Championship,Costa Rica,True
1946-03-10,2.0,2.8,2,6,Friendly,Luxembourg,False
1946-03-13,4.8,1.2,4,0,CCCF Championship,Costa Rica,False
1946-03-13,4.4,1.4,3,3,CCCF Championship,Costa Rica,True
1946-03-13,4.8,0.8,10,0,CCCF Championship,Costa Rica,True
1946-04-07,2.2,2.2,3,0,Friendly,France,False
1946-04-13,1.8,2.4,1,0,British Championship,Scotland,False
1946-04-14,3.4,3.0,3,2,Friendly,Austria,False
1946-04-14,2.2,1.0,2,1,Friendly,Portugal,False
1946-05-04,2.6,0.8,0,1,British Championship,Wales,False
1946-05-05,2.4,1.6,3,1,Friendly,France,False
1946-05-09,3.4,2.0,0,2,Friendly,Czechoslovakia,False
1946-05-11,3.0,1.0,4,1,Friendly,England,False
1946-05-12,4.6,1.4,6,3,Friendly,Netherlands,False
1946-05-15,1.8,0.8,3,1,Friendly,Scotland,False
1946-05-19,2.2,1.0,2,1,Friendly,France,False
1946-05-26,2.6,1.2,2,1,Friendly tournament,Curaçao,False
1946-05-30,3.8,2.8,2,2,Friendly,Belgium,False
1946-06-05,2.8,1.6,8,1,Friendly tournament,Curaçao,True
1946-06-10,3.4,1.2,6,0,Friendly tournament,Curaçao,False
1946-06-16,1.2,1.8,2,1,Friendly,Norway,False
1946-06-16,2.4,1.2,3,1,Friendly,Portugal,False
1946-06-23,2.6,3.6,3,1,Friendly,Denmark,False
1946-06-23,3.2,1.0,0,1,Friendly,Spain,False
1946-06-28,3.4,0.6,12,0,Friendly,Norway,False
1946-07-07,6.0,0.8,7,2,Friendly,Sweden,False
1946-07-08,3.0,1.0,2,0,Friendly,Denmark,False
1946-07-17,0.0,2.2,0,3,Friendly,Iceland,False
1946-07-28,2.6,1.0,3,2,Friendly,Luxembourg,False
1946-08-24,2.0,2.2,2,2,Friendly,England,False
1946-09-01,0.8,3.0,2,5,Friendly,Finland,False
1946-09-14,2.8,1.2,3,2,Friendly,Czechoslovakia,False
1946-09-15,0.8,3.6,0,7,Friendly,Finland,False
1946-09-15,3.4,3.4,0,3,Friendly,Norway,False
1946-09-21,2.4,2.8,2,1,Gossage Cup,Kenya,False
1946-09-28,1.0,2.0,2,7,British Championship,Northern Ireland,False
1946-09-30,2.4,2.0,0,1,Friendly,Ireland,False
1946-09-30,1.6,2.4,4,2,Friendly,Yugoslavia,False
1946-10-06,3.6,1.6,2,0,Friendly,Hungary,False
1946-10-06,6.2,2.6,3,3,Friendly,Sweden,False
1946-10-07,2.0,2.0,2,3,Balkan Cup,Albania,False
1946-10-08,1.2,1.2,2,2,Balkan Cup,Albania,True
1946-10-09,2.5,1.0,3,1,Balkan Cup,Albania,False
1946-10-11,2.0,1.6,2,1,Balkan Cup,Albania,True
1946-10-13,2.0,0.8,1,0,Balkan Cup,Albania,False
1946-10-13,2.0,1.0,2,1,Balkan Cup,Albania,True
1946-10-19,2.4,2.2,3,1,British Championship,Wales,False
1946-10-20,3.8,1.0,7,1,Friendly,Denmark,False
1946-10-21,1.4,1.2,3,0,Friendly tournament,British Guiana,False
1946-10-25,1.4,1.2,0,1,Friendly tournament,British Guiana,False
1946-10-27,3.8,3.0,3,4,Friendly,Austria,False
1946-10-28,2.0,0.6,3,1,Friendly tournament,British Guiana,False
1946-10-30,2.6,3.8,2,7,Friendly,Luxembourg,False
1946-11-05,3.6,1.4,2,3,Friendly,El Salvador,False
1946-11-10,3.8,2.0,3,3,Friendly,El Salvador,False
1946-11-10,2.4,0.6,1,0,Friendly,Switzerland,False
1946-11-13,2.2,0.8,3,0,British Championship,England,False
1946-11-23,2.6,2.0,0,4,Friendly,Aruba,False
1946-11-24,3.0,1.8,3,1,Friendly,Aruba,False
1946-11-27,1.6,0.6,0,0,British Championship,Scotland,False
1946-11-27,3.8,2.4,8,2,Friendly,England,False
1946-12-01,3.0,1.0,3,2,Friendly,Italy,False
1946-12-09,2.0,2.4,4,2,C Am & Caribbean Games,Colombia,True
1946-12-09,2.2,1.8,4,2,C Am & Caribbean Games,Colombia,False
1946-12-10,5.8,0.25,12,0,C Am & Caribbean Games,Colombia,True
1946-12-12,3.4,2.4,2,2,C Am & Caribbean Games,Colombia,True
1946-12-12,2.4,1.2,2,0,C Am & Caribbean Games,Colombia,False
1946-12-13,4.4,0.4,12,1,C Am & Caribbean Games,Colombia,True
1946-12-14,5.2,1.6,4,2,C Am & Caribbean Games,Colombia,True
1946-12-15,2.8,2.6,4,2,C Am & Caribbean Games,Colombia,False
1946-12-15,5.8,0.2,14,0,C Am & Caribbean Games,Colombia,True
1946-12-16,5.4,2.0,6,0,C Am & Caribbean Games,Colombia,True
1946-12-16,4.8,1.6,2,1,C Am & Caribbean Games,Colombia,True
1946-12-17,5.2,2.2,2,2,C Am & Caribbean Games,Colombia,True
1946-12-17,3.4,0.4,4,1,C Am & Caribbean Games,Colombia,False
1946-12-18,3.6,2.2,4,1,C Am & Caribbean Games,Colombia,False
1946-12-18,2.5,1.6,3,2,C Am & Caribbean Games,Colombia,True
1946-12-19,4.4,0.6,4,1,C Am & Caribbean Games,Colombia,True
1946-12-19,5.0,1.2,1,0,C Am & Caribbean Games,Colombia,True
1946-12-20,4.6,2.2,4,2,C Am & Caribbean Games,Colombia,True
1946-12-20,3.2,2.4,2,1,C Am & Caribbean Games,Colombia,False
1946-12-20,3.2,0.6,6,0,C Am & Caribbean Games,Colombia,True
1946-12-21,4.2,1.8,2,0,C Am & Caribbean Games,Colombia,True
1946-12-31,0.0,4.0,0,4,Friendly,Southern Rhodesia,False
1946-12-31,1.0,1.0,1,3,Friendly,French Guiana,False
1947-01-05,2.4,1.6,2,2,Friendly,Portugal,False
1947-01-26,2.6,1.2,4,1,Friendly,Portugal,False
1947-02-12,1.8,1.8,0,0,Friendly,Jamaica,False
1947-02-15,1.0,1.4,2,1,Friendly,Jamaica,False
1947-02-19,0.8,1.2,1,0,Friendly,Jamaica,False
1947-02-22,1.0,1.4,1,2,Friendly,Jamaica,False
1947-02-26,0.8,1.8,0,6,Friendly,Jamaica,False
1947-03-01,5.0,1.8,4,0,Friendly,Curaçao,False
1947-03-02,2.8,1.6,3,0,Friendly,Curaçao,False
1947-03-02,4.8,0.0,9,0,Friendly,Suriname,False
1947-03-02,2.4,1.2,3,2,Friendly,Ireland,False
